#    L    TT             EE             BB             TE          
  3805   0.442397E+01   0.148034E+00   0.565636E-02  -0.198589E+00
  3806   0.441450E+01   0.147789E+00   0.565136E-02  -0.198329E+00
  3807   0.440506E+01   0.147544E+00   0.564636E-02  -0.198074E+00
  3808   0.439564E+01   0.147299E+00   0.564137E-02  -0.197824E+00
  3809   0.438624E+01   0.147053E+00   0.563638E-02  -0.197578E+00
  3810   0.437688E+01   0.146807E+00   0.563140E-02  -0.197337E+00
  3811   0.436754E+01   0.146561E+00   0.562643E-02  -0.197101E+00
  3812   0.435823E+01   0.146315E+00   0.562147E-02  -0.196868E+00
  3813   0.434896E+01   0.146069E+00   0.561652E-02  -0.196639E+00
  3814   0.433971E+01   0.145822E+00   0.561157E-02  -0.196415E+00
  3815   0.433050E+01   0.145575E+00   0.560662E-02  -0.196193E+00
  3816   0.432132E+01   0.145328E+00   0.560169E-02  -0.195976E+00
  3817   0.431218E+01   0.145080E+00   0.559676E-02  -0.195762E+00
  3818   0.430307E+01   0.144832E+00   0.559183E-02  -0.195550E+00
  3819   0.429400E+01   0.144583E+00   0.558691E-02  -0.195342E+00
  3820   0.428497E+01   0.144334E+00   0.558200E-02  -0.195137E+00
  3821   0.427597E+01   0.144085E+00   0.557709E-02  -0.194935E+00
  3822   0.426701E+01   0.143834E+00   0.557219E-02  -0.194735E+00
  3823   0.425809E+01   0.143584E+00   0.556729E-02  -0.194537E+00
  3824   0.424922E+01   0.143332E+00   0.556240E-02  -0.194342E+00
  3825   0.424039E+01   0.143080E+00   0.555751E-02  -0.194150E+00
  3826   0.423160E+01   0.142827E+00   0.555263E-02  -0.193959E+00
  3827   0.422286E+01   0.142574E+00   0.554775E-02  -0.193771E+00
  3828   0.421415E+01   0.142319E+00   0.554288E-02  -0.193583E+00
  3829   0.420551E+01   0.142064E+00   0.553801E-02  -0.193398E+00
  3830   0.419690E+01   0.141808E+00   0.553314E-02  -0.193215E+00
  3831   0.418833E+01   0.141552E+00   0.552828E-02  -0.193033E+00
  3832   0.417982E+01   0.141295E+00   0.552342E-02  -0.192853E+00
  3833   0.417135E+01   0.141036E+00   0.551857E-02  -0.192673E+00
  3834   0.416292E+01   0.140778E+00   0.551372E-02  -0.192495E+00
  3835   0.415455E+01   0.140518E+00   0.550888E-02  -0.192318E+00
  3836   0.414621E+01   0.140257E+00   0.550404E-02  -0.192142E+00
  3837   0.413793E+01   0.139996E+00   0.549920E-02  -0.191967E+00
  3838   0.412969E+01   0.139733E+00   0.549437E-02  -0.191793E+00
  3839   0.412149E+01   0.139471E+00   0.548955E-02  -0.191620E+00
  3840   0.411334E+01   0.139207E+00   0.548472E-02  -0.191447E+00
  3841   0.410523E+01   0.138942E+00   0.547991E-02  -0.191274E+00
  3842   0.409716E+01   0.138676E+00   0.547509E-02  -0.191103E+00
  3843   0.408913E+01   0.138410E+00   0.547028E-02  -0.190932E+00
  3844   0.408115E+01   0.138144E+00   0.546548E-02  -0.190760E+00
  3845   0.407320E+01   0.137876E+00   0.546068E-02  -0.190589E+00
  3846   0.406529E+01   0.137606E+00   0.545588E-02  -0.190419E+00
  3847   0.405742E+01   0.137337E+00   0.545110E-02  -0.190248E+00
  3848   0.404958E+01   0.137067E+00   0.544631E-02  -0.190078E+00
  3849   0.404178E+01   0.136795E+00   0.544153E-02  -0.189906E+00
  3850   0.403401E+01   0.136523E+00   0.543676E-02  -0.189735E+00
  3851   0.402626E+01   0.136249E+00   0.543199E-02  -0.189564E+00
  3852   0.401855E+01   0.135976E+00   0.542723E-02  -0.189392E+00
  3853   0.401087E+01   0.135701E+00   0.542248E-02  -0.189221E+00
  3854   0.400321E+01   0.135426E+00   0.541773E-02  -0.189048E+00
  3855   0.399558E+01   0.135149E+00   0.541299E-02  -0.188874E+00
  3856   0.398796E+01   0.134872E+00   0.540826E-02  -0.188700E+00
  3857   0.398037E+01   0.134594E+00   0.540353E-02  -0.188525E+00
  3858   0.397279E+01   0.134315E+00   0.539881E-02  -0.188349E+00
  3859   0.396524E+01   0.134035E+00   0.539409E-02  -0.188171E+00
  3860   0.395770E+01   0.133754E+00   0.538939E-02  -0.187992E+00
  3861   0.395017E+01   0.133473E+00   0.538469E-02  -0.187813E+00
  3862   0.394266E+01   0.133190E+00   0.538000E-02  -0.187630E+00
  3863   0.393517E+01   0.132907E+00   0.537531E-02  -0.187447E+00
  3864   0.392768E+01   0.132622E+00   0.537064E-02  -0.187262E+00
  3865   0.392020E+01   0.132338E+00   0.536597E-02  -0.187074E+00
  3866   0.391274E+01   0.132052E+00   0.536131E-02  -0.186885E+00
  3867   0.390528E+01   0.131766E+00   0.535665E-02  -0.186694E+00
  3868   0.389783E+01   0.131479E+00   0.535201E-02  -0.186501E+00
  3869   0.389040E+01   0.131191E+00   0.534737E-02  -0.186305E+00
  3870   0.388298E+01   0.130902E+00   0.534274E-02  -0.186108E+00
  3871   0.387555E+01   0.130613E+00   0.533811E-02  -0.185908E+00
  3872   0.386815E+01   0.130322E+00   0.533350E-02  -0.185705E+00
  3873   0.386075E+01   0.130031E+00   0.532889E-02  -0.185500E+00
  3874   0.385336E+01   0.129740E+00   0.532429E-02  -0.185292E+00
  3875   0.384598E+01   0.129448E+00   0.531969E-02  -0.185081E+00
  3876   0.383862E+01   0.129154E+00   0.531511E-02  -0.184868E+00
  3877   0.383126E+01   0.128860E+00   0.531053E-02  -0.184651E+00
  3878   0.382391E+01   0.128566E+00   0.530595E-02  -0.184432E+00
  3879   0.381658E+01   0.128271E+00   0.530139E-02  -0.184209E+00
  3880   0.380926E+01   0.127974E+00   0.529683E-02  -0.183984E+00
  3881   0.380196E+01   0.127678E+00   0.529227E-02  -0.183755E+00
  3882   0.379467E+01   0.127381E+00   0.528772E-02  -0.183523E+00
  3883   0.378740E+01   0.127083E+00   0.528318E-02  -0.183288E+00
  3884   0.378014E+01   0.126784E+00   0.527865E-02  -0.183050E+00
  3885   0.377290E+01   0.126485E+00   0.527411E-02  -0.182808E+00
  3886   0.376569E+01   0.126185E+00   0.526959E-02  -0.182563E+00
  3887   0.375849E+01   0.125885E+00   0.526507E-02  -0.182314E+00
  3888   0.375132E+01   0.125584E+00   0.526055E-02  -0.182062E+00
  3889   0.374416E+01   0.125283E+00   0.525604E-02  -0.181806E+00
  3890   0.373704E+01   0.124981E+00   0.525153E-02  -0.181548E+00
  3891   0.372993E+01   0.124679E+00   0.524703E-02  -0.181285E+00
  3892   0.372285E+01   0.124376E+00   0.524253E-02  -0.181019E+00
  3893   0.371580E+01   0.124072E+00   0.523804E-02  -0.180749E+00
  3894   0.370877E+01   0.123769E+00   0.523355E-02  -0.180476E+00
  3895   0.370177E+01   0.123464E+00   0.522906E-02  -0.180198E+00
  3896   0.369479E+01   0.123160E+00   0.522458E-02  -0.179918E+00
  3897   0.368784E+01   0.122854E+00   0.522010E-02  -0.179633E+00
  3898   0.368091E+01   0.122549E+00   0.521563E-02  -0.179344E+00
  3899   0.367402E+01   0.122242E+00   0.521116E-02  -0.179052E+00
  3900   0.366715E+01   0.121936E+00   0.520669E-02  -0.178756E+00
  3901   0.366031E+01   0.121629E+00   0.520222E-02  -0.178457E+00
  3902   0.365350E+01   0.121323E+00   0.519776E-02  -0.178153E+00
  3903   0.364671E+01   0.121015E+00   0.519331E-02  -0.177847E+00
  3904   0.363996E+01   0.120707E+00   0.518885E-02  -0.177536E+00
  3905   0.363322E+01   0.120400E+00   0.518440E-02  -0.177221E+00
  3906   0.362652E+01   0.120092E+00   0.517995E-02  -0.176904E+00
  3907   0.361984E+01   0.119784E+00   0.517551E-02  -0.176582E+00
  3908   0.361317E+01   0.119476E+00   0.517107E-02  -0.176257E+00
  3909   0.360653E+01   0.119168E+00   0.516663E-02  -0.175928E+00
  3910   0.359991E+01   0.118860E+00   0.516220E-02  -0.175595E+00
  3911   0.359331E+01   0.118552E+00   0.515778E-02  -0.175259E+00
  3912   0.358673E+01   0.118243E+00   0.515335E-02  -0.174919E+00
  3913   0.358015E+01   0.117934E+00   0.514893E-02  -0.174575E+00
  3914   0.357360E+01   0.117626E+00   0.514452E-02  -0.174227E+00
  3915   0.356705E+01   0.117318E+00   0.514011E-02  -0.173877E+00
  3916   0.356052E+01   0.117010E+00   0.513571E-02  -0.173521E+00
  3917   0.355399E+01   0.116701E+00   0.513131E-02  -0.173163E+00
  3918   0.354747E+01   0.116394E+00   0.512691E-02  -0.172800E+00
  3919   0.354096E+01   0.116086E+00   0.512252E-02  -0.172434E+00
  3920   0.353445E+01   0.115778E+00   0.511814E-02  -0.172064E+00
  3921   0.352794E+01   0.115471E+00   0.511376E-02  -0.171691E+00
  3922   0.352143E+01   0.115163E+00   0.510939E-02  -0.171314E+00
  3923   0.351492E+01   0.114856E+00   0.510503E-02  -0.170933E+00
  3924   0.350840E+01   0.114549E+00   0.510067E-02  -0.170548E+00
  3925   0.350188E+01   0.114243E+00   0.509632E-02  -0.170160E+00
  3926   0.349536E+01   0.113936E+00   0.509197E-02  -0.169768E+00
  3927   0.348883E+01   0.113630E+00   0.508763E-02  -0.169372E+00
  3928   0.348229E+01   0.113325E+00   0.508330E-02  -0.168974E+00
  3929   0.347574E+01   0.113019E+00   0.507897E-02  -0.168571E+00
  3930   0.346919E+01   0.112714E+00   0.507466E-02  -0.168165E+00
  3931   0.346263E+01   0.112410E+00   0.507034E-02  -0.167756E+00
  3932   0.345606E+01   0.112105E+00   0.506604E-02  -0.167344E+00
  3933   0.344948E+01   0.111802E+00   0.506174E-02  -0.166928E+00
  3934   0.344289E+01   0.111499E+00   0.505745E-02  -0.166509E+00
  3935   0.343629E+01   0.111196E+00   0.505317E-02  -0.166086E+00
  3936   0.342968E+01   0.110894E+00   0.504889E-02  -0.165661E+00
  3937   0.342305E+01   0.110592E+00   0.504462E-02  -0.165233E+00
  3938   0.341642E+01   0.110291E+00   0.504036E-02  -0.164800E+00
  3939   0.340978E+01   0.109991E+00   0.503610E-02  -0.164365E+00
  3940   0.340313E+01   0.109690E+00   0.503185E-02  -0.163926E+00
  3941   0.339647E+01   0.109391E+00   0.502761E-02  -0.163485E+00
  3942   0.338980E+01   0.109092E+00   0.502337E-02  -0.163041E+00
  3943   0.338312E+01   0.108794E+00   0.501914E-02  -0.162593E+00
  3944   0.337645E+01   0.108497E+00   0.501492E-02  -0.162143E+00
  3945   0.336976E+01   0.108200E+00   0.501070E-02  -0.161691E+00
  3946   0.336307E+01   0.107903E+00   0.500649E-02  -0.161235E+00
  3947   0.335637E+01   0.107608E+00   0.500229E-02  -0.160776E+00
  3948   0.334968E+01   0.107313E+00   0.499809E-02  -0.160315E+00
  3949   0.334299E+01   0.107019E+00   0.499389E-02  -0.159851E+00
  3950   0.333629E+01   0.106726E+00   0.498970E-02  -0.159384E+00
  3951   0.332959E+01   0.106433E+00   0.498552E-02  -0.158915E+00
  3952   0.332290E+01   0.106142E+00   0.498134E-02  -0.158442E+00
  3953   0.331621E+01   0.105850E+00   0.497716E-02  -0.157968E+00
  3954   0.330953E+01   0.105560E+00   0.497299E-02  -0.157491E+00
  3955   0.330284E+01   0.105271E+00   0.496882E-02  -0.157011E+00
  3956   0.329617E+01   0.104982E+00   0.496466E-02  -0.156529E+00
  3957   0.328951E+01   0.104695E+00   0.496050E-02  -0.156045E+00
  3958   0.328286E+01   0.104408E+00   0.495634E-02  -0.155559E+00
  3959   0.327621E+01   0.104122E+00   0.495219E-02  -0.155071E+00
  3960   0.326959E+01   0.103837E+00   0.494804E-02  -0.154581E+00
  3961   0.326297E+01   0.103553E+00   0.494390E-02  -0.154090E+00
  3962   0.325636E+01   0.103271E+00   0.493976E-02  -0.153596E+00
  3963   0.324977E+01   0.102989E+00   0.493562E-02  -0.153101E+00
  3964   0.324319E+01   0.102708E+00   0.493148E-02  -0.152605E+00
  3965   0.323663E+01   0.102429E+00   0.492735E-02  -0.152106E+00
  3966   0.323008E+01   0.102150E+00   0.492322E-02  -0.151606E+00
  3967   0.322354E+01   0.101872E+00   0.491909E-02  -0.151105E+00
  3968   0.321702E+01   0.101596E+00   0.491497E-02  -0.150602E+00
  3969   0.321050E+01   0.101321E+00   0.491085E-02  -0.150098E+00
  3970   0.320400E+01   0.101046E+00   0.490673E-02  -0.149593E+00
  3971   0.319751E+01   0.100773E+00   0.490261E-02  -0.149086E+00
  3972   0.319104E+01   0.100501E+00   0.489850E-02  -0.148580E+00
  3973   0.318458E+01   0.100231E+00   0.489439E-02  -0.148071E+00
  3974   0.317813E+01   0.999610E-01   0.489029E-02  -0.147562E+00
  3975   0.317169E+01   0.996927E-01   0.488618E-02  -0.147051E+00
  3976   0.316526E+01   0.994255E-01   0.488208E-02  -0.146541E+00
  3977   0.315883E+01   0.991596E-01   0.487799E-02  -0.146029E+00
  3978   0.315242E+01   0.988949E-01   0.487390E-02  -0.145517E+00
  3979   0.314601E+01   0.986315E-01   0.486981E-02  -0.145004E+00
  3980   0.313960E+01   0.983692E-01   0.486572E-02  -0.144491E+00
  3981   0.313320E+01   0.981083E-01   0.486164E-02  -0.143977E+00
  3982   0.312680E+01   0.978487E-01   0.485756E-02  -0.143463E+00
  3983   0.312040E+01   0.975902E-01   0.485349E-02  -0.142948E+00
  3984   0.311401E+01   0.973330E-01   0.484942E-02  -0.142434E+00
  3985   0.310761E+01   0.970772E-01   0.484536E-02  -0.141918E+00
  3986   0.310120E+01   0.968226E-01   0.484130E-02  -0.141404E+00
  3987   0.309480E+01   0.965693E-01   0.483725E-02  -0.140888E+00
  3988   0.308839E+01   0.963172E-01   0.483320E-02  -0.140372E+00
  3989   0.308197E+01   0.960665E-01   0.482916E-02  -0.139857E+00
  3990   0.307554E+01   0.958171E-01   0.482512E-02  -0.139342E+00
  3991   0.306911E+01   0.955689E-01   0.482109E-02  -0.138827E+00
  3992   0.306268E+01   0.953221E-01   0.481706E-02  -0.138312E+00
  3993   0.305623E+01   0.950767E-01   0.481304E-02  -0.137797E+00
  3994   0.304978E+01   0.948325E-01   0.480903E-02  -0.137283E+00
  3995   0.304331E+01   0.945897E-01   0.480502E-02  -0.136769E+00
  3996   0.303683E+01   0.943483E-01   0.480102E-02  -0.136256E+00
  3997   0.303035E+01   0.941082E-01   0.479702E-02  -0.135744E+00
  3998   0.302385E+01   0.938695E-01   0.479304E-02  -0.135232E+00
  3999   0.301735E+01   0.936320E-01   0.478905E-02  -0.134721E+00
  4000   0.301083E+01   0.933960E-01   0.478508E-02  -0.134210E+00
  4001   0.300429E+01   0.931613E-01   0.478111E-02  -0.133701E+00
  4002   0.299775E+01   0.929278E-01   0.477714E-02  -0.133192E+00
  4003   0.299121E+01   0.926958E-01   0.477318E-02  -0.132683E+00
  4004   0.298464E+01   0.924651E-01   0.476923E-02  -0.132177E+00
  4005   0.297808E+01   0.922358E-01   0.476529E-02  -0.131670E+00
  4006   0.297150E+01   0.920078E-01   0.476135E-02  -0.131166E+00
  4007   0.296491E+01   0.917811E-01   0.475742E-02  -0.130663E+00
  4008   0.295832E+01   0.915558E-01   0.475349E-02  -0.130161E+00
  4009   0.295172E+01   0.913318E-01   0.474957E-02  -0.129660E+00
  4010   0.294512E+01   0.911092E-01   0.474565E-02  -0.129160E+00
  4011   0.293850E+01   0.908879E-01   0.474174E-02  -0.128662E+00
  4012   0.293189E+01   0.906679E-01   0.473784E-02  -0.128166E+00
  4013   0.292528E+01   0.904493E-01   0.473394E-02  -0.127671E+00
  4014   0.291867E+01   0.902320E-01   0.473004E-02  -0.127179E+00
  4015   0.291206E+01   0.900159E-01   0.472615E-02  -0.126687E+00
  4016   0.290544E+01   0.898013E-01   0.472227E-02  -0.126198E+00
  4017   0.289884E+01   0.895880E-01   0.471839E-02  -0.125711E+00
  4018   0.289224E+01   0.893759E-01   0.471451E-02  -0.125225E+00
  4019   0.288564E+01   0.891651E-01   0.471064E-02  -0.124742E+00
  4020   0.287905E+01   0.889557E-01   0.470677E-02  -0.124261E+00
  4021   0.287247E+01   0.887476E-01   0.470291E-02  -0.123782E+00
  4022   0.286590E+01   0.885409E-01   0.469905E-02  -0.123305E+00
  4023   0.285934E+01   0.883354E-01   0.469519E-02  -0.122831E+00
  4024   0.285280E+01   0.881313E-01   0.469134E-02  -0.122358E+00
  4025   0.284627E+01   0.879284E-01   0.468749E-02  -0.121888E+00
  4026   0.283975E+01   0.877268E-01   0.468364E-02  -0.121421E+00
  4027   0.283325E+01   0.875265E-01   0.467980E-02  -0.120956E+00
  4028   0.282677E+01   0.873275E-01   0.467596E-02  -0.120494E+00
  4029   0.282031E+01   0.871297E-01   0.467212E-02  -0.120033E+00
  4030   0.281385E+01   0.869332E-01   0.466828E-02  -0.119576E+00
  4031   0.280742E+01   0.867380E-01   0.466445E-02  -0.119121E+00
  4032   0.280101E+01   0.865440E-01   0.466062E-02  -0.118669E+00
  4033   0.279461E+01   0.863512E-01   0.465680E-02  -0.118220E+00
  4034   0.278824E+01   0.861596E-01   0.465297E-02  -0.117773E+00
  4035   0.278189E+01   0.859693E-01   0.464915E-02  -0.117329E+00
  4036   0.277555E+01   0.857803E-01   0.464533E-02  -0.116888E+00
  4037   0.276923E+01   0.855924E-01   0.464151E-02  -0.116449E+00
  4038   0.276293E+01   0.854058E-01   0.463770E-02  -0.116013E+00
  4039   0.275665E+01   0.852204E-01   0.463389E-02  -0.115581E+00
  4040   0.275039E+01   0.850361E-01   0.463008E-02  -0.115150E+00
  4041   0.274414E+01   0.848529E-01   0.462628E-02  -0.114723E+00
  4042   0.273792E+01   0.846710E-01   0.462247E-02  -0.114299E+00
  4043   0.273170E+01   0.844902E-01   0.461868E-02  -0.113878E+00
  4044   0.272550E+01   0.843106E-01   0.461488E-02  -0.113460E+00
  4045   0.271932E+01   0.841320E-01   0.461109E-02  -0.113045E+00
  4046   0.271315E+01   0.839546E-01   0.460730E-02  -0.112632E+00
  4047   0.270699E+01   0.837784E-01   0.460351E-02  -0.112223E+00
  4048   0.270084E+01   0.836032E-01   0.459973E-02  -0.111817E+00
  4049   0.269471E+01   0.834291E-01   0.459595E-02  -0.111414E+00
  4050   0.268859E+01   0.832563E-01   0.459218E-02  -0.111014E+00
  4051   0.268248E+01   0.830844E-01   0.458841E-02  -0.110618E+00
  4052   0.267637E+01   0.829137E-01   0.458465E-02  -0.110224E+00
  4053   0.267028E+01   0.827440E-01   0.458089E-02  -0.109834E+00
  4054   0.266419E+01   0.825754E-01   0.457713E-02  -0.109446E+00
  4055   0.265810E+01   0.824077E-01   0.457338E-02  -0.109062E+00
  4056   0.265203E+01   0.822411E-01   0.456963E-02  -0.108682E+00
  4057   0.264595E+01   0.820756E-01   0.456589E-02  -0.108304E+00
  4058   0.263989E+01   0.819109E-01   0.456215E-02  -0.107930E+00
  4059   0.263383E+01   0.817472E-01   0.455842E-02  -0.107559E+00
  4060   0.262777E+01   0.815845E-01   0.455470E-02  -0.107192E+00
  4061   0.262171E+01   0.814227E-01   0.455098E-02  -0.106828E+00
  4062   0.261565E+01   0.812618E-01   0.454726E-02  -0.106467E+00
  4063   0.260960E+01   0.811018E-01   0.454355E-02  -0.106109E+00
  4064   0.260355E+01   0.809427E-01   0.453985E-02  -0.105755E+00
  4065   0.259751E+01   0.807844E-01   0.453615E-02  -0.105405E+00
  4066   0.259147E+01   0.806270E-01   0.453246E-02  -0.105058E+00
  4067   0.258543E+01   0.804704E-01   0.452877E-02  -0.104714E+00
  4068   0.257939E+01   0.803146E-01   0.452509E-02  -0.104374E+00
  4069   0.257335E+01   0.801596E-01   0.452142E-02  -0.104037E+00
  4070   0.256731E+01   0.800054E-01   0.451775E-02  -0.103704E+00
  4071   0.256128E+01   0.798519E-01   0.451409E-02  -0.103374E+00
  4072   0.255526E+01   0.796992E-01   0.451043E-02  -0.103048E+00
  4073   0.254924E+01   0.795472E-01   0.450677E-02  -0.102725E+00
  4074   0.254323E+01   0.793959E-01   0.450313E-02  -0.102406E+00
  4075   0.253722E+01   0.792453E-01   0.449948E-02  -0.102090E+00
  4076   0.253122E+01   0.790954E-01   0.449585E-02  -0.101778E+00
  4077   0.252523E+01   0.789462E-01   0.449222E-02  -0.101469E+00
  4078   0.251925E+01   0.787976E-01   0.448859E-02  -0.101164E+00
  4079   0.251328E+01   0.786497E-01   0.448497E-02  -0.100862E+00
  4080   0.250732E+01   0.785025E-01   0.448135E-02  -0.100563E+00
  4081   0.250138E+01   0.783558E-01   0.447774E-02  -0.100269E+00
  4082   0.249545E+01   0.782098E-01   0.447413E-02  -0.999770E-01
  4083   0.248954E+01   0.780643E-01   0.447052E-02  -0.996889E-01
  4084   0.248364E+01   0.779194E-01   0.446692E-02  -0.994041E-01
  4085   0.247776E+01   0.777752E-01   0.446333E-02  -0.991229E-01
  4086   0.247190E+01   0.776314E-01   0.445973E-02  -0.988449E-01
  4087   0.246606E+01   0.774883E-01   0.445614E-02  -0.985704E-01
  4088   0.246024E+01   0.773457E-01   0.445256E-02  -0.982992E-01
  4089   0.245443E+01   0.772036E-01   0.444898E-02  -0.980313E-01
  4090   0.244866E+01   0.770620E-01   0.444540E-02  -0.977667E-01
  4091   0.244290E+01   0.769209E-01   0.444182E-02  -0.975053E-01
  4092   0.243717E+01   0.767803E-01   0.443825E-02  -0.972472E-01
  4093   0.243146E+01   0.766402E-01   0.443468E-02  -0.969922E-01
  4094   0.242578E+01   0.765006E-01   0.443112E-02  -0.967405E-01
  4095   0.242013E+01   0.763614E-01   0.442756E-02  -0.964920E-01
  4096   0.241450E+01   0.762227E-01   0.442400E-02  -0.962465E-01
  4097   0.240890E+01   0.760845E-01   0.442044E-02  -0.960043E-01
  4098   0.240332E+01   0.759467E-01   0.441688E-02  -0.957651E-01
  4099   0.239778E+01   0.758092E-01   0.441333E-02  -0.955291E-01
